,Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year,First_Name,Last_Name,Genre_Niche_1,Genre_Niche_2,Skill_1,Skill_2,Skill_3
619,Emma Garcia,Female,30,Mexican,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Emma, Garcia,Food & Cooking,,Cooking, Recipe Development, Food Blogging
620,Noah Hernandez,Male,34,Mexican,9,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Hernandez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
621,Sophia Tran,Female,31,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Sophia, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
622,Oliver Nguyen,Male,29,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Oliver, Nguyen,Music,,Singing, Songwriting, Music Production
623,Emma Tran,Female,35,Vietnamese,9,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Emma, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
624,Liam Nguyen,Male,33,Vietnamese,9,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Liam, Nguyen,Comedy,,Stand-up Comedy, Improvisation, Writing
625,Sophia Kim,Female,30,Korean,7,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Sophia, Kim,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
626,Oliver Tran,Male,32,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Oliver, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
627,Emma Lee,Female,31,Korean,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Lee,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
628,Liam Nguyen,Male,29,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Liam, Nguyen,Music,,Singing, Songwriting, Music Production
629,Sophia Tran,Female,35,Vietnamese,8,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Sophia, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
630,Oliver Nguyen,Male,37,Korean,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
631,Emma Nguyen,Female,30,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
632,Liam Kim,Male,32,Vietnamese,9,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
633,Sophia Tran,Female,31,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
634,Oliver Nguyen,Male,33,Vietnamese,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
635,Emma Kim,Female,29,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
636,Liam Kim,Male,31,Vietnamese,9,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
637,Sophia Tran,Female,30,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
638,Oliver Nguyen,Male,32,Vietnamese,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
639,Amelia White,Female,28,American,6,Fitness & Wellness,8,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,2.0,300.0,700000.0,35000.0,4.0,INFJ,180000,Amelia, White,Fitness & Wellness,,Personal Training, Yoga Instruction, Nutrition Coaching
640,Ethan Thompson,Male,35,Australian,10,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3.0,400.0,900000.0,45000.0,4.0,ENFP,200000,Ethan, Thompson,Fashion & Style,,Fashion Design, Styling, Branding
641,Priya Shah,Female,31,Indian,8,Technology & Innovation,9,"Software Development, Data Analytics, AI",Master's Degree in Computer Science,5.0,500.0,1200000.0,60000.0,5.0,INTP,250000,Priya, Shah,Technology & Innovation,,Software Development, Data Analytics, AI
642,David O'Malley,Male,30,Irish,7,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,350.0,800000.0,40000.0,4.0,ENTP,180000,David, O'Malley,Travel & Adventure,,Travel Blogging, Photography, Adventure Sports
643,Jasmine Chen,Female,29,Chinese,8,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Jasmine, Chen,Music & Entertainment,,Singing, Songwriting, Music Production
644,Takumi Yamamoto,Male,33,Japanese,9,Culinary Arts,8,"Chef, Food Styling, Recipe Development",Culinary School,4.0,500.0,1100000.0,55000.0,5.0,ISTJ,250000,Takumi, Yamamoto,Culinary Arts,,Chef, Food Styling, Recipe Development
645,Sofia Rodriguez,Female,31,Mexican,8,Gaming & Streaming,9,"Gaming Skills, Commentary, Esports",Bachelor's Degree in Game Design,2.0,400.0,850000.0,42000.0,4.0,INTJ,220000,Sofia, Rodriguez,Gaming & Streaming,,Gaming Skills, Commentary, Esports
646,Juan Carlos Lopez,Male,34,Mexican,9,Comedy & Entertainment,7,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,380.0,820000.0,41000.0,4.0,ESFP,190000,Juan Carlos, Lopez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
647,Emma Khan,Female,27,Indian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,700000.0,35000.0,4.0,ENFP,170000,Emma, Khan,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
648,Lucas Nguyen,Male,32,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2.0,300.0,800000.0,40000.0,4.0,ISFP,200000,Lucas, Nguyen,Beauty & Lifestyle,,Skincare, Grooming, Fashion Styling
649,Zara Tran,Female,29,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3.0,400.0,900000.0,45000.0,4.0,INFJ,210000,Zara, Tran,Photography & Travel,,Photography, Videography, Travel Writing
650,Joshua Kim,Male,30,Korean,9,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2.0,350.0,820000.0,41000.0,4.0,ENFJ,190000,Joshua, Kim,Comedy & Entertainment,,Comedy Writing, Stand-up Comedy, Acting
651,Neha Patel,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1100000.0,55000.0,5.0,INTP,240000,Neha, Patel,Technology & Innovation,,Data Science, AI, Software Development
652,Ryan Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3.0,450.0,950000.0,47000.0,4.0,ENTJ,230000,Ryan, Wilson,Film & Media Production,,Directing, Screenwriting, Cinematography
653,Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2.0,320.0,750000.0,38000.0,4.0,INFJ,180000,Leila, Mansour,Health & Wellness,,Nutrition Coaching, Yoga Instruction, Fitness Training
654,Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3.0,400.0,900000.0,45000.0,4.0,ENFP,210000,Adam, Chang,Fashion & Style,,Fashion Design, Styling, Modeling
655,Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3.0,450.0,950000.0,47000.0,4.0,ESTP,220000,Nadia, Khan,Digital Marketing,,Social Media Marketing, Content Creation, Branding
656,Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3.0,500.0,1100000.0,55000.0,5.0,ISTP,260000,Maxwell, Thompson,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
657,Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,380.0,820000.0,41000.0,4.0,INTJ,200000,Luna, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
658,Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,400.0,850000.0,42000.0,4.0,ENFP,210000,Diego, Gomez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
659,Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,700000.0,35000.0,4.0,ENFJ,180000,Sara, Al-Farsi,Fashion & Beauty,,Makeup Artistry, Fashion Styling, Beauty Blogging
660,Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,47000.0,4.0,ISTP,230000,Luca, Rossi,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
661,Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2.0,320.0,750000.0,38000.0,4.0,INFJ,170000,Aisha, Khan,Lifestyle & Travel,,Travel Blogging, Fashion Styling, Photography
662,Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4.0,500.0,1100000.0,55000.0,5.0,INTP,250000,Kai, Nguyen,Technology & Innovation,,Software Engineering, AI, Data Science
663,Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Maya, Shah,Music & Entertainment,,Singing, Songwriting, Music Production
664,Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3.0,450.0,950000.0,47000.0,4.0,ENTJ,230000,Liam, Chen,Film & Media Production,,Directing, Screenwriting, Cinematography
665,Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFP,190000,Zara, Rahman,Fashion & Style,,Fashion Design, Styling, Branding
666,Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1100000.0,55000.0,5.0,INTP,240000,Aditya, Sharma,Technology & Innovation,,Data Science, AI, Software Development
667,Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3.0,400.0,900000.0,45000.0,4.0,ISTJ,210000,Hannah, White,Fitness & Wellness,,Personal Training, Yoga Instruction, Nutrition Coaching
668,Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,750000.0,38000.0,4.0,ENFP,180000,Evan, Thompson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
669,Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1100000.0,55000.0,5.0,INTP,240000,Nina, Patel,Technology & Innovation,,Data Science, AI, Software Development
670,Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3.0,450.0,950000.0,47000.0,4.0,ENTP,220000,Gabriel, Martinez,Travel & Adventure,,Travel Blogging, Photography, Adventure Sports
671,Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Sophie, Lee,Music & Entertainment,,Singing, Songwriting, Music Production
672,Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2.0,320.0,800000.0,40000.0,4.0,ISFP,200000,Jack, Nguyen,Beauty & Lifestyle,,Skincare, Grooming, Fashion Styling
673,Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3.0,400.0,900000.0,45000.0,4.0,INFJ,210000,Zoe, Tran,Photography & Travel,,Photography, Videography, Travel Writing
674,Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2.0,350.0,820000.0,41000.0,4.0,ENFJ,200000,Michael, Kim,Comedy & Entertainment,,Comedy Writing, Stand-up Comedy, Acting
675,Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1100000.0,55000.0,5.0,INTP,240000,Neha, Shah,Technology & Innovation,,Data Science, AI, Software Development
676,Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3.0,450.0,950000.0,47000.0,4.0,ENTJ,230000,Robert, Wilson,Film & Media Production,,Directing, Screenwriting, Cinematography
724,Sophia Patel,Female,27,Indian,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Yoga Instruction",Bachelor's Degree in Exercise Science,3.0,450.0,850000.0,43000.0,4.0,INFJ,190000,Sophia, Patel,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Yoga Instruction
725,Ethan Thompson,Male,34,British,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3.0,400.0,900000.0,45000.0,4.0,INTP,210000,Ethan, Thompson,Fashion & Style,,Fashion Design, Styling, Modeling
726,Sofia Khan,Female,30,Pakistani,7,Technology & Innovation,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,500.0,1000000.0,50000.0,5.0,INTJ,230000,Sofia, Khan,Technology & Innovation,,Software Engineering, Data Science, Artificial Intelligence
727,Lucas Lopez,Male,31,Spanish,8,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,350.0,800000.0,40000.0,4.0,ENFP,200000,Lucas, Lopez,Travel & Adventure,,Travel Blogging, Photography, Adventure Sports
728,Emma Chen,Female,29,Chinese,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,450.0,900000.0,45000.0,4.0,INFJ,210000,Emma, Chen,Music & Entertainment,,Singing, Songwriting, Music Production
729,Takumi Yamamoto,Male,35,Japanese,10,Food & Cooking,9,"Chef, Food Styling, Recipe Development",Culinary School,5.0,550.0,1100000.0,55000.0,5.0,ISTJ,260000,Takumi, Yamamoto,Food & Cooking,,Chef, Food Styling, Recipe Development
731,Diego Martinez,Male,32,Mexican,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,400.0,850000.0,42000.0,4.0,ENFP,220000,Diego, Martinez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
732,Isabella Kim,Female,28,Korean,6,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,700000.0,35000.0,4.0,ENFJ,180000,Isabella, Kim,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
733,Liam Nguyen,Male,33,Vietnamese,9,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2.0,320.0,850000.0,42000.0,4.0,ISFP,220000,Liam, Nguyen,Beauty & Lifestyle,,Skincare, Grooming, Fashion Styling
734,Nora Tran,Female,31,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3.0,400.0,900000.0,45000.0,4.0,INFJ,210000,Nora, Tran,Photography & Travel,,Photography, Videography, Travel Writing
735,Daniel Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2.0,350.0,820000.0,41000.0,4.0,ENFJ,200000,Daniel, Kim,Comedy & Entertainment,,Comedy Writing, Stand-up Comedy, Acting
736,Priya Sharma,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1000000.0,50000.0,5.0,INTP,230000,Priya, Sharma,Technology & Innovation,,Data Science, AI, Software Development
737,Adam Wilson,Male,30,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3.0,450.0,950000.0,47000.0,4.0,ENTJ,220000,Adam, Wilson,Film & Media Production,,Directing, Screenwriting, Cinematography
738,Aisha Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2.0,320.0,750000.0,38000.0,4.0,INFJ,180000,Aisha, Mansour,Health & Wellness,,Nutrition Coaching, Yoga Instruction, Fitness Training
739,Evan Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3.0,400.0,900000.0,45000.0,4.0,ENFP,210000,Evan, Chang,Fashion & Style,,Fashion Design, Styling, Branding
740,Nadia Patel,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3.0,450.0,950000.0,47000.0,4.0,ESTP,220000,Nadia, Patel,Digital Marketing,,Social Media Marketing, Content Creation, Branding
742,Zara Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,380.0,820000.0,41000.0,4.0,INTJ,200000,Zara, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
743,Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,400.0,850000.0,42000.0,4.0,ENFP,220000,Diego, Gomez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
747,Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4.0,500.0,1000000.0,50000.0,5.0,INTP,240000,Kai, Nguyen,Technology & Innovation,,Software Engineering, AI, Data Science
751,Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1000000.0,50000.0,5.0,INTP,240000,Aditya, Sharma,Technology & Innovation,,Data Science, AI, Software Development
754,Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1000000.0,50000.0,5.0,INTP,240000,Nina, Patel,Technology & Innovation,,Data Science, AI, Software Development
760,Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1000000.0,50000.0,5.0,INTP,240000,Neha, Shah,Technology & Innovation,,Data Science, AI, Software Development
794,Sophia Gupta,Female,26,Indian,5,Fitness & Nutrition,7,"Personal Training, Nutrition Coaching, Yoga Instruction",Bachelor's Degree in Exercise Science,2.0,380.0,800000.0,40000.0,4.0,ISFJ,200000,Sophia, Gupta,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Yoga Instruction
795,Ethan Jones,Male,33,American,9,Fashion & Style,8,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3.0,450.0,950000.0,47000.0,4.0,INTP,220000,Ethan, Jones,Fashion & Style,,Fashion Design, Styling, Modeling
796,Sofia Hernandez,Female,29,Mexican,7,Technology & Innovation,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,500.0,1000000.0,50000.0,5.0,INTJ,240000,Sofia, Hernandez,Technology & Innovation,,Software Engineering, Data Science, Artificial Intelligence
797,Lucas Smith,Male,30,British,8,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,350.0,800000.0,40000.0,4.0,ENFP,200000,Lucas, Smith,Travel & Adventure,,Travel Blogging, Photography, Adventure Sports
798,Emma Wang,Female,28,Chinese,6,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,450.0,900000.0,45000.0,4.0,INFJ,210000,Emma, Wang,Music & Entertainment,,Singing, Songwriting, Music Production
799,Takumi Tanaka,Male,34,Japanese,10,Food & Cooking,9,"Chef, Food Styling, Recipe Development",Culinary School,5.0,550.0,1100000.0,55000.0,5.0,ISTP,260000,Takumi, Tanaka,Food & Cooking,,Chef, Food Styling, Recipe Development
800,Luna Diaz,Female,27,Mexican,6,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,380.0,820000.0,41000.0,4.0,INTJ,200000,Luna, Diaz,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
801,Diego Fernandez,Male,32,Mexican,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,400.0,850000.0,42000.0,4.0,ENFP,220000,Diego, Fernandez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
802,Isabella Park,Female,28,Korean,6,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,700000.0,35000.0,4.0,ENFJ,180000,Isabella, Park,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
803,Liam Hoang,Male,32,Vietnamese,9,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2.0,320.0,850000.0,42000.0,4.0,ISFP,220000,Liam, Hoang,Beauty & Lifestyle,,Skincare, Grooming, Fashion Styling
804,Nora Vu,Female,30,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3.0,400.0,900000.0,45000.0,4.0,INFJ,210000,Nora, Vu,Photography & Travel,,Photography, Videography, Travel Writing
805,Daniel Cho,Male,29,Korean,7,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2.0,350.0,820000.0,41000.0,4.0,ENFJ,200000,Daniel, Cho,Comedy & Entertainment,,Comedy Writing, Stand-up Comedy, Acting
806,Priya Patel,Female,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4.0,500.0,1000000.0,50000.0,5.0,INTP,230000,Priya, Patel,Technology & Innovation,,Data Science, AI, Software Development
807,Adam Brown,Male,29,American,7,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3.0,450.0,950000.0,47000.0,4.0,ENTJ,220000,Adam, Brown,Film & Media Production,,Directing, Screenwriting, Cinematography
808,Aisha Nassar,Female,28,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2.0,320.0,750000.0,38000.0,4.0,INFJ,180000,Aisha, Nassar,Health & Wellness,,Nutrition Coaching, Yoga Instruction, Fitness Training
809,Evan Li,Male,35,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3.0,400.0,900000.0,45000.0,4.0,ENFP,210000,Evan, Li,Fashion & Style,,Fashion Design, Styling, Branding
810,Nadia Ali,Female,29,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3.0,450.0,950000.0,47000.0,4.0,ESTP,220000,Nadia, Ali,Digital Marketing,,Social Media Marketing, Content Creation, Branding
811,Max Thompson,Male,33,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3.0,500.0,1100000.0,55000.0,5.0,ISTP,260000,Max, Thompson,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
812,Zara Gutierrez,Female,27,Mexican,6,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,380.0,820000.0,41000.0,4.0,INTJ,200000,Zara, Gutierrez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
813,Diego Fernandez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3.0,400.0,850000.0,42000.0,4.0,ENFP,220000,Diego, Fernandez,Comedy & Entertainment,,Stand-up Comedy, Improvisation, Acting
814,Sara Khalifa,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2.0,320.0,700000.0,35000.0,4.0,ENFJ,180000,Sara, Khalifa,Fashion & Beauty,,Makeup Artistry, Fashion Styling, Beauty Blogging
815,Luca Romano,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,47000.0,4.0,ISTP,230000,Luca, Romano,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
